Date,Open,Close,Log_Return,Volatility_7d
2013-05-06 23:59:59,115.9800033569336,112.3000030517578,-0.031640170575630136,0.10038375374131005
2013-05-07 23:59:59,112.25,111.5,-0.007149298019270878,0.10094723463441845
2013-05-08 23:59:59,109.5999984741211,113.56600189208984,0.01835959147501737,0.08018612963920263
2013-05-09 23:59:59,113.1999969482422,112.66999816894533,-0.007921006450600112,0.0668750948054211
2013-05-10 23:59:59,112.79900360107422,117.1999969482422,0.039418675179432074,0.056191071565361496
2013-05-11 23:59:59,117.6999969482422,115.24299621582033,-0.01683894143550396,0.026134840954300017
2013-05-12 23:59:59,115.63999938964844,115.0,-0.0021107813052688696,0.02339868985264755
2013-05-13 23:59:59,114.81999969482422,117.9800033569336,0.02558301866509115,0.020814511354431898
2013-05-14 23:59:59,117.9800033569336,111.5,-0.05649055612816775,0.031852074807607766
2013-05-15 23:59:59,111.4000015258789,114.22000122070312,0.024101833023840814,0.03247163196909563
2013-05-16 23:59:59,114.22000122070312,118.76000213623048,0.03897824395933917,0.03509947220130656
2013-05-17 23:59:59,118.20999908447266,123.01499938964844,0.035201626311528046,0.034491655868637325
2013-05-18 23:59:59,123.5,123.4980010986328,0.003918676305993261,0.03296742017523799
2013-05-19 23:59:59,123.21099853515624,121.98999786376952,-0.012285913851749819,0.0337982428508826
2013-05-20 23:59:59,122.5,122.0,8.198808413173903e-05,0.03300623129581487
2013-05-21 23:59:59,122.0199966430664,122.87999725341795,0.007187202314363416,0.019183678305436148
2013-05-22 23:59:59,122.88999938964844,123.88899993896484,0.008177755878304325,0.018708256870138225
2013-05-23 23:59:59,123.8000030517578,126.6999969482422,0.02243606031468271,0.015432837419863886
2013-05-24 23:59:59,126.3000030517578,133.1999969482422,0.050029671954586935,0.01994683583871354
2013-05-25 23:59:59,133.10000610351562,131.97999572753906,-0.009201371611951888,0.021331349479365314
2013-05-26 23:59:59,131.98599243164062,133.47999572753906,0.011301258291682877,0.019060433982899343
2013-05-27 23:59:59,133.5,129.7449951171875,-0.028380673850833146,0.024500082030270456
2013-05-28 23:59:59,129.77000427246094,129.0,-0.005758543662419559,0.025122191831465534
2013-05-29 23:59:59,129.0,132.3000030517578,0.025259689826190097,0.026073689136031402
2013-05-30 23:59:59,132.25,128.7989959716797,-0.02681907579892615,0.02849772489033424
2013-05-31 23:59:59,128.7989959716797,129.0,0.0015593859727360416,0.019425533290946758
2013-06-01 23:59:59,128.81500244140625,129.3000030517578,0.0023229050182879507,0.019456619782625906
2013-06-02 23:59:59,129.3000030517578,122.29199981689452,-0.055723683242684195,0.026502026823956505
2013-06-03 23:59:59,122.5,122.22200012207033,-0.0005725618717454753,0.025800711069544298
2013-06-04 23:59:59,120.73699951171876,121.41999816894533,-0.0065834696435809175,0.025787806510745616
2013-06-05 23:59:59,121.4000015258789,121.6500015258789,0.0018924871507705748,0.021883378614828385
2013-06-06 23:59:59,121.9000015258789,118.0,-0.030463457307055436,0.022333717292089137
2013-06-07 23:59:59,118.97000122070312,111.5,-0.05666003356549127,0.026645386482249768
2013-06-08 23:59:59,111.0,108.3000030517578,-0.029119408714486553,0.02466943123574823
2013-06-09 23:59:59,107.89199829101562,100.0,-0.07973499619759557,0.030566313989610194
2013-06-10 23:59:59,100.43699645996094,106.3499984741211,0.06156534131044527,0.045491665468965964
2013-06-11 23:59:59,106.3499984741211,108.9000015258789,0.02369451665212188,0.04831741729377652
2013-06-12 23:59:59,109.0,108.1500015258789,-0.0069108774426782345,0.04790062828744744
2013-06-13 23:59:59,108.7760009765625,104.0,-0.03912826736660765,0.04842156106139034
2013-06-14 23:59:59,103.9489974975586,99.97889709472656,-0.03943176447577931,0.04653251858620404
2013-06-15 23:59:59,100.0,99.98809814453124,9.202568454025333e-05,0.04642573446997776
2013-06-16 23:59:59,99.8000030517578,99.51000213623048,-0.004792997255567471,0.03536688986557122
2013-06-17 23:59:59,99.9000015258789,101.6999969482422,0.021769109952496497,0.025516022044479163
2013-06-18 23:59:59,101.9499969482422,107.4000015258789,0.05453292323514024,0.033108103059787335
2013-06-19 23:59:59,107.0500030517578,108.25,0.007883170600396382,0.03321300666583419
2013-06-20 23:59:59,108.2509994506836,110.1500015258789,0.017399720218489192,0.028632550173300547
2013-06-21 23:59:59,111.29000091552734,109.5,-0.0059185378445328896,0.02116812831626145
2013-06-22 23:59:59,109.5,108.3000030517578,-0.011019367070868662,0.0226609236200515
2013-06-23 23:59:59,108.1999969482422,107.5999984741211,-0.0064845486390336295,0.02287052696096856
2013-06-24 23:59:59,107.9000015258789,102.73699951171876,-0.04624831360872116,0.030717645968401798
2013-06-25 23:59:59,102.08999633789062,103.9499969482422,0.011737665008149928,0.02116517558695826
2013-06-26 23:59:59,103.3290023803711,104.0,0.00048091419529061515,0.02061146239508828
2013-06-27 23:59:59,104.0,101.43699645996094,-0.024953017921166405,0.018832508709568988
2013-06-28 23:59:59,101.73699951171876,94.64920043945312,-0.06926045114991464,0.02835914414070379
